	reply_text
4020	“: The last person killed in Charlie Hebdo attacks was Muslim police officer ”
4021	Islam never Support Terrorist.
4022	Showing his face in his final moments is crass insensitivity and totally unnecessary - his family are grieving
4023	totally agree with you
4024	I totally agree with you!
4025	Well said, I agree.
4026	agree A Murphy
4027	Was the last person a human being?
4028	Sad. Islam is such a good religion but it has been taken over by criminals who unfortunately use Quran to defend themselves
4029	Islam never Support Terrorist
4030	Do we know the person has a gun?
4031	Ray Hadley, the worst muslim baiter in the country? You listen to that nitwit.
4032	speculation is NOT Journalism
4033	. Fuck, if I was being held hostage, literally the last person on earth I would want to hear from is that cunt
4034	who believes Ray Hadley?
4035	shoot him where his willy is since islam cherish it sooo much.
4036	prefer to listen to Hadley than the terrorist deniers at their ABC
4037	A bit like Hadley then? “: Ray Hadley spoke with hostage &amp; could hear the gunman barking orders demanding to go live on air”
4038	Why isn't he putting that call through to the police? Should be focused on helping, not media coverage.
4039	is Ray prepared to go in wearing a wire?
4040	There must be a way to enter that building?
4041	Report responsibly!
4042	could this be a response test by terrorist group about our emergency and anti terrorist services
4043	Stay safe my brothers in blue
4044	more to come??? more than boys???
4045	got feed in English or Spanish? I don't speak French. thx
4046	Seems france has gota real deal these dayss ! say safe ppl !
4047	Now it's too late. The harm has already been done.
4048	Condolences to all who loved him. We know, all too well, what you are going through.
4049	ok I'm really pissed off now
4050	
4051	I am so sad and disgusted that some coward has done this to of our soldiers now. I am livid.
4052	so what
4053	Support a to avoid giving the hostage takers a platform for their message &amp; risking future copycats
4054	you say what? Blackout? How will the hide the budget then?
4055	...It's Jihadists. Copying dumbassery has kind of been their bag for centuries.
4056	Allah means God. Why would you translate inconsistently and selectively like that? Oh, never mind. I know why.
4057	so why can't tell us the same
4058	good to see somebody did some research
4059	Not a great comfort but an important detail to emphasise.
4060	same shit
4061	it's a Sunni flag. ISIS are Sunni. So are Al Qaida. Blackunni. Greenhia.
4062	Muhammad would be the guy with the yr old wives and the order of death to infidels? What's the diff?
4063	Go get the Isis thugs NOW !!!
4064	apparantely this loner is not isis, and I don't think cowboy comments like this help right now.
4065	so its not an IS flag - must be a peaceful Islamic extremist group then!
4066	It is according to this terrorism eert
4067	I was being facetious as it seems media and the left go out of their way to minimise islamist terror threat
4068	I know, it was mostly aimed at but thought you would also be interested in that piece
4069	wsy too many pc apologists with their heads up their arse . Should get ready to kiss it goodbye
4070	So it's not ISIS but Islam in general. Much better... better think up a new word
4071	Agree when left/muslims deny IS is islamic it is a clear cut case of
4072	
4073	it will still be
4074	"""phobia"" =""irrational fear "". The"" civilised "" world is just""sick"" of these animals."
4075	Who cares about the flag, the people being held hostage are more important.
4076	there is something really wrong with these people. Ert them back.
4077	along with all life hating alan vomit jones listeners too, thatd help, the redneck brigade.
4078	People should be kind to each other and live together no matter which religion.
4079	yeah send them to Kobane in Syria..
4080	then I guess we all don't need to worry???
4081	". Isn't the Arabic for God, Allah? So shouldn't it be - ""There is no god but the God, Muhammad is the messenger of the God"""
4082	hostage / war zone in Dammartin
4083	
4084	NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity
4085	NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity???????
4086	
4087	IN UKRAINE HAVE GIVEN THE NAZI COUP, SUPPORTED BY NATO AND MEDIA COMMUNICATION,AS SEE PHOTO..
4088	“: Paris Murder Suspects Cornered with Hostage the criminals and rescue the hostages please
4089	“: Shooter still on loose after uniformed soldier shot at War Memorial, across road from Parliament. sad...
4090	this is just horrible
4091	, well blame Steven Harper , he's all for guns , wants this country to become like the US of A
4092	Seriously? Likelihood that it's an ISIS attack and THIS is your response???
4093	, you pick a fight with people you better eect something in return , we use to be peacekeepers ,so be careful what you get
4094	"Have u read this paper from Muslm Brthrhood? From . We did NOT ""pick a fight"". They brought it HERE."
4095	You're an idiot.
4096	, I guess your a fan of the fascist Stevie and his band of crap , so that tells me what you are !
4097	things aren't as black and white as you may think. Picking a fight on Twitter isn't cool, bro.
4098	, sorry about the soldier who died , terrible , no disrespect meant , don't believe gov't course is correct
4099	, everyone is entitled to a opinion , no fight here , you don't know me , I don't know you
4100	I definitely hear that and agree
4101	I hope they are being taken out of their offices and thrown out on to the street.
4102	reporting soldier shot in Ottawa. Very sad news.
4103	OMG.
4104	
4105	Chris. Not about guns. about Canada and Isis.Muslim extremist ran over two soldiers in Quebec. Blame Harper for allowing cars
4106	: Shooter still on loose after uniformed soldier shot at 's War Memorial, across road from Parliament.
4107	the internet says lol
4108	Just shoot him! Marksman have clearly had enough opportunities to do so
4109	If they shoot him in the head no bomb will go off. Islamic scum. These wankers are deranged.
4110	This has nothing to do with Islam, just like ISIS...
4111	It has everything do with Islam. U dont see the Jehovah's witnesses cutting heads off &amp; bombing people!
4112	No. It's fanatics. All religions have extremist factions and they're all wrong...
4113	a Jehovah's witness extremist?Mormon extremist?Roman catholic extremist? Etc. Non existent! Muslim...???
4114	I know that. Perhaps Islam reacts very very late on everything the Catholic Church has done centuries ago
4115	peaceful religions. U only have to read the Quran and u can see why these bastards carry out such terrorism
4116	They don't know whether or not he has a booby trapped bomb attached to his person.
4117	He's either got a dead mans switch in his hand or he hasn't. Surely they can get this intel from the released hostages?
4118	It's all over now, but I would think those hostages were too traumatised to remember any details.
4119	
4120	very bad to c tensed situation at sydney cafe...terrorism shuld be wiped out of the world once for evr
4121	well done to all for doing whats right
4122	And Well Done for taking it down.
4123	
4124	wish NDTV &amp; other can learn even % from this, NDTV costed soldiers' lives in kargil and lives in /11 too, Said SC
4125	but the hateful Daily Mail is showing their faces
4126	It is right thing.Burkha would deliberately spk to victims to give away positions of police.Learn News traders
4127	they're on
4128	&lt;&lt; Dumbass .
4129	&lt;&lt; Neanderthal .
4130	Its the right thing to do
4131	whats the waste of time about? put a bullet through the f***ing fanatic's head and bring this thing to an end..
4132	I just saw one of the videos here on here in the US.
4133	. has claimed aired one of the hostage videos.
4134	CNN too I have heard
4135	heard via whom?
4136	
4137	
4138	Oh no!
4139	"This is the second soldier killed this week by possible ""terrorists"" now under investigation."
4140	Scary stuff...
4141	Agreed.
